artist,album,track_number,id,name,uri,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Sarah Geronimo,The Great Unknown,4,4XUCwGSa4knA4ZMonOg3AL,Ako'y Para Lamang Sa 'Yo,spotify:track:4XUCwGSa4knA4ZMonOg3AL,286812,0.639,0.541,0.496,0.0,0.0974,-5.732,0.0269,135.75,0.328,23
Sarah Geronimo,The Great Unknown,5,36xkCJcR6yl7jquby6Dw1I,Kaibigan Mo,spotify:track:36xkCJcR6yl7jquby6Dw1I,250133,0.645,0.53,0.532,0.0,0.118,-8.434,0.0343,139.902,0.476,41
Sarah Geronimo,The Great Unknown,6,5xb3WPZcjCJOJZq83JjQmX,Kapit,spotify:track:5xb3WPZcjCJOJZq83JjQmX,241066,0.893,0.458,0.213,0.0,0.103,-8.701,0.0325,165.53,0.418,19
Sarah Geronimo,The Great Unknown,7,06k4CvNp2uXuB4IyxRJtIh,Only for You,spotify:track:06k4CvNp2uXuB4IyxRJtIh,249733,0.949,0.423,0.141,0.0,0.0941,-9.516,0.0399,81.531,0.488,18
Sarah Geronimo,The Great Unknown,8,5CuQiBaUI6r95YO7J0dtBe,Sabi Mo Sa Akin,spotify:track:5CuQiBaUI6r95YO7J0dtBe,242933,0.134,0.631,0.64,0.0,0.119,-8.668,0.0292,125.996,0.415,18
Sarah Geronimo,The Great Unknown,9,6C6F2oA7cmZKqq26FPGl0J,Tala,spotify:track:6C6F2oA7cmZKqq26FPGl0J,245053,0.623,0.598,0.794,0.000182,0.0971,-1.602,0.0496,98.003,0.496,54
Sarah Geronimo,The Great Unknown,10,2P1KvZcGKtByg7B7jSunAN,Misteryo,spotify:track:2P1KvZcGKtByg7B7jSunAN,237840,0.152,0.579,0.558,1.32e-05,0.119,-5.345,0.0424,149.956,0.297,33
Sarah Geronimo,Perfectly Imperfect,1,2kD59t0TZD3RCAfAKvmaIP,Perfectly Imperfect,spotify:track:2kD59t0TZD3RCAfAKvmaIP,215186,0.0411,0.816,0.809,0.0188,0.0473,-5.414,0.0382,106.002,0.965,23
Sarah Geronimo,Perfectly Imperfect,2,43SdY9HwfEc86vpWHP4Xor,Kilometro,spotify:track:43SdY9HwfEc86vpWHP4Xor,191213,0.276,0.54,0.827,1.35e-05,0.219,-4.958,0.123,84.889,0.739,51
Sarah Geronimo,Perfectly Imperfect,3,486w5pleOQvkLbx3mzowim,Minamahal,spotify:track:486w5pleOQvkLbx3mzowim,232706,0.468,0.605,0.638,0.000312,0.308,-4.3,0.0331,127.012,0.225,33
Sarah Geronimo,Perfectly Imperfect,4,44Y5vPZOUoYRmhw9RsphSC,Until Forever,spotify:track:44Y5vPZOUoYRmhw9RsphSC,223560,0.855,0.524,0.323,1.39e-05,0.0855,-9.211,0.0338,119.739,0.274,20
Sarah Geronimo,Perfectly Imperfect,5,4nwGM6TL4Q0NRjwXgkq9lN,This Fight,spotify:track:4nwGM6TL4Q0NRjwXgkq9lN,270626,0.826,0.429,0.324,0.0,0.105,-9.752,0.0287,143.574,0.241,17
Sarah Geronimo,Perfectly Imperfect,6,7dL0WXUartT9JgXBbSEDzZ,Bulletproof,spotify:track:7dL0WXUartT9JgXBbSEDzZ,221813,0.429,0.572,0.386,0.0,0.0733,-6.954,0.0409,152.148,0.275,16
Sarah Geronimo,Perfectly Imperfect,7,2mJsB64VXRFfZPrQXjT7N5,Dulo,spotify:track:2mJsB64VXRFfZPrQXjT7N5,203546,0.337,0.574,0.753,0.00237,0.111,-6.268,0.0614,92.938,0.453,30
Sarah Geronimo,Perfectly Imperfect,8,1mhD9ZyNx8KXalyx7CUvL6,Bangon,spotify:track:1mhD9ZyNx8KXalyx7CUvL6,247720,0.42,0.585,0.848,1.14e-05,0.506,-4.562,0.0921,168.01,0.814,15
Sarah Geronimo,Perfectly Imperfect,9,27jGHZl2M2gpC16l9DWWlZ,Kung Sabagay,spotify:track:27jGHZl2M2gpC16l9DWWlZ,242293,0.955,0.383,0.248,8.27e-05,0.137,-10.063,0.0359,143.305,0.371,14
Sarah Geronimo,Perfectly Imperfect,10,0ZL1z8uTW1A16MXyYJtZx7,In Your Hands,spotify:track:0ZL1z8uTW1A16MXyYJtZx7,224280,0.73,0.485,0.452,0.0,0.129,-8.619,0.0343,135.512,0.197,13
Sarah Geronimo,Perfectly Imperfect,11,4UNyKq7qqJFA4BiKrHn88o,Last Night Of Our Lives,spotify:track:4UNyKq7qqJFA4BiKrHn88o,211666,0.176,0.753,0.673,0.0,0.113,-6.624,0.0651,126.01,0.798,13
Sarah Geronimo,Expressions,1,2ODIyjl0lq1YsSi62DDMOK,Again,spotify:track:2ODIyjl0lq1YsSi62DDMOK,261372,0.496,0.59,0.492,0.0,0.155,-5.512,0.0277,133.997,0.213,16
Sarah Geronimo,Expressions,2,7IBjI7zHDnbjrHZWJCLint,Pati Ang Pangarap KO,spotify:track:7IBjI7zHDnbjrHZWJCLint,267693,0.533,0.594,0.43,0.0,0.113,-6.909,0.0237,94.985,0.214,14
Sarah Geronimo,Expressions,3,1a3SgXcqUvkDMepgRaSJbf,Ikot-Ikot,spotify:track:1a3SgXcqUvkDMepgRaSJbf,232506,0.414,0.682,0.589,1.53e-05,0.137,-6.525,0.0346,143.95,0.369,44
Sarah Geronimo,Expressions,4,2ivCYlRpmlRbS71ZXzfJbz,Tayo,spotify:track:2ivCYlRpmlRbS71ZXzfJbz,213546,0.253,0.708,0.921,0.0,0.251,-6.01,0.0517,127.974,0.922,32
Sarah Geronimo,Expressions,5,0yFxqqag6ypS1E334NZxi3,Maaari Ba,spotify:track:0yFxqqag6ypS1E334NZxi3,213973,0.532,0.587,0.402,8.72e-06,0.1,-6.593,0.0295,119.86,0.256,21
Sarah Geronimo,Expressions,6,1fQ2k862Xl0MWopNVedlPz,Eyes on Fire,spotify:track:1fQ2k862Xl0MWopNVedlPz,250306,0.828,0.426,0.219,0.000783,0.0957,-10.409,0.0333,128.458,0.189,14
Sarah Geronimo,Expressions,7,2roLMAqnEA1DiCzXlYBPlY,Sweetest Mistake,spotify:track:2roLMAqnEA1DiCzXlYBPlY,316946,0.868,0.445,0.248,0.0,0.103,-10.213,0.0293,109.833,0.091,30
Sarah Geronimo,Expressions,8,3b8W8hlv3MFQ1l4sDqnL2N,Mama,spotify:track:3b8W8hlv3MFQ1l4sDqnL2N,233920,0.56,0.57,0.364,1.86e-06,0.0981,-6.472,0.133,181.936,0.455,12
Sarah Geronimo,Expressions,9,4JhsnxhNqmRiwaQxSDeRpT,You've Got a Friend,spotify:track:4JhsnxhNqmRiwaQxSDeRpT,293893,0.334,0.653,0.51,1.06e-06,0.0991,-11.067,0.0309,92.023,0.249,17
Sarah Geronimo,Expressions,10,1FWjtN8jJxDbLVnI7u9uRl,Make Me Yours,spotify:track:1FWjtN8jJxDbLVnI7u9uRl,238680,0.801,0.485,0.403,3.17e-06,0.165,-7.103,0.0293,139.662,0.334,19
Sarah Geronimo,Expressions,11,7A7Qu3sEDoDImEgmB7IqbP,It Takes a Man and a Woman,spotify:track:7A7Qu3sEDoDImEgmB7IqbP,229306,0.688,0.452,0.465,0.0,0.122,-8.314,0.0484,88.585,0.0662,48
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,1,7faY82HXhtj1BD1Xlr9t27,Dadalhin,spotify:track:7faY82HXhtj1BD1Xlr9t27,298346,0.599,0.363,0.378,6.22e-06,0.137,-8.954,0.028,147.162,0.172,10
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,2,1EZ00dONmNA3xWAj6RtTgC,Kailangan Ko'Y Ikaw,spotify:track:1EZ00dONmNA3xWAj6RtTgC,203773,0.738,0.405,0.204,0.000634,0.118,-10.805,0.0316,90.658,0.134,8
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,3,3XJJLkVdKqFyTnDUEnqsc7,Kastilyong Buhangin,spotify:track:3XJJLkVdKqFyTnDUEnqsc7,237000,0.756,0.361,0.421,2.09e-06,0.0913,-8.638,0.0317,130.948,0.229,7
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,4,3TXZxIw8NLTfiT0KcTY6f0,Kailan,spotify:track:3TXZxIw8NLTfiT0KcTY6f0,302613,0.91,0.16,0.294,0.025,0.26,-11.926,0.0332,77.61,0.0749,7
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,5,3XhX4Gphk4ChqzF4K0u3Vj,Maghihintay Ako Sa 'Yo,spotify:track:3XhX4Gphk4ChqzF4K0u3Vj,234840,0.81,0.511,0.342,5.68e-05,0.144,-9.807,0.0271,77.925,0.0525,6
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,6,6X3M63Bz4KK8t4sUO5VZNV,Never Ever Say Goodbye,spotify:track:6X3M63Bz4KK8t4sUO5VZNV,289706,0.962,0.278,0.217,0.0104,0.0849,-9.459,0.0399,86.211,0.105,6
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,7,60UA3lJb1MNx99I0DwpMRT,Sino Nga Ba Siya,spotify:track:60UA3lJb1MNx99I0DwpMRT,226280,0.799,0.638,0.401,0.0,0.0802,-7.445,0.0321,119.981,0.253,10
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,8,2pHG7D4VXctYZ5qnPniInV,Hanggang Sa Dulo Ng Walang Hanggan,spotify:track:2pHG7D4VXctYZ5qnPniInV,236533,0.886,0.164,0.285,0.000742,0.0637,-9.372,0.0342,78.761,0.11,6
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,9,4KsZYz631saSPUuAdPFzKL,Sa Isip ko,spotify:track:4KsZYz631saSPUuAdPFzKL,228146,0.812,0.535,0.34,0.000507,0.261,-9.974,0.0278,147.881,0.353,7
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,10,13N7zPtRdVzeXGA1QLcqIL,Ikaw Ang Aking Pangarap,spotify:track:13N7zPtRdVzeXGA1QLcqIL,280213,0.82,0.292,0.249,8.43e-06,0.161,-8.138,0.0348,145.337,0.16,6
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,11,0o3J7PMvnB5bF6OYCQOWiC,Malayo Pa Ang Umaga,spotify:track:0o3J7PMvnB5bF6OYCQOWiC,228026,0.843,0.318,0.318,0.000199,0.37,-10.712,0.0317,128.184,0.09,6
Sarah Geronimo,OPM Back to Back Hits of Regine Velasquez & Sarah Geronimo,12,6CJJpixr71gDBvQhCwcROs,Ikaw,spotify:track:6CJJpixr71gDBvQhCwcROs,293906,0.0175,0.633,0.448,0.0,0.203,-10.439,0.0273,108.01,0.417,6
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,1,0ej7APrZRFO1s3dZ8nCRrB,Ako'Y Maghihintay,spotify:track:0ej7APrZRFO1s3dZ8nCRrB,237066,0.239,0.453,0.523,0.0,0.342,-7.275,0.0272,72.97,0.29,9
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,2,4j9w1EEsdbM7PQ6vZJlSrs,Sa Iyo,spotify:track:4j9w1EEsdbM7PQ6vZJlSrs,218293,0.0198,0.652,0.678,0.0,0.132,-7.452,0.0319,113.938,0.378,9
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,3,7eylTxWGx8okmnKzirgHDP,Be My Lady,spotify:track:7eylTxWGx8okmnKzirgHDP,217173,0.435,0.261,0.571,0.0,0.178,-7.141,0.0334,75.435,0.112,9
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,4,4pT1F1r4ziqa6gT3Grm5MB,Forever'S Not Enough,spotify:track:4pT1F1r4ziqa6gT3Grm5MB,267733,0.731,0.422,0.378,0.0,0.164,-7.328,0.0276,142.651,0.151,52
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,5,5FAw2CuMVXtcfCLQ8E63uL,How Did You Know,spotify:track:5FAw2CuMVXtcfCLQ8E63uL,238400,0.655,0.372,0.266,0.0,0.143,-10.097,0.0297,80.136,0.105,9
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,6,5qoQlZ5GUi3qRMedMYTqbY,Paano Kita Mapasasalamatan,spotify:track:5qoQlZ5GUi3qRMedMYTqbY,256333,0.927,0.303,0.227,9.77e-06,0.091,-8.36,0.0309,78.478,0.105,8
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,7,4qhguPwlGs7Ak0THQuEoUw,Kahit May Mahal Ka Nang Iba,spotify:track:4qhguPwlGs7Ak0THQuEoUw,291133,0.431,0.524,0.567,2e-05,0.0702,-7.055,0.0328,171.901,0.412,8
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,8,53DrE0T6gEHx3ZqTsWtPXs,Dahil Minahal Mo Ako,spotify:track:53DrE0T6gEHx3ZqTsWtPXs,253586,0.581,0.532,0.518,0.0,0.252,-7.524,0.0285,134.953,0.256,10
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,9,71wvLeY3BQ1tyElUzMSuCX,Naaalala Ka,spotify:track:71wvLeY3BQ1tyElUzMSuCX,227040,0.797,0.472,0.323,0.000313,0.207,-9.961,0.0314,125.716,0.212,8
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,10,65d2ex70dZGkXmMsM6NQPT,Ikaw Ang Aking Pangarap,spotify:track:65d2ex70dZGkXmMsM6NQPT,279213,0.834,0.337,0.261,1.05e-05,0.105,-7.62,0.0353,74.446,0.146,7
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,11,7AvaYybgKnpAgtFbroSbz1,Kasalanan ko Ba,spotify:track:7AvaYybgKnpAgtFbroSbz1,233333,0.586,0.519,0.475,4.76e-05,0.105,-8.74,0.0247,94.007,0.175,7
Sarah Geronimo,OPM Side By Side Hits of Sarah Geronimo & Mark Bautista,12,62CusrXDExh5MGTxjRtqur,Time to Let Go,spotify:track:62CusrXDExh5MGTxjRtqur,279866,0.616,0.411,0.391,0.0,0.0793,-7.29,0.0323,129.432,0.0617,7
Sarah Geronimo,Pure Opm Classics,1,2leAemOYBo4p5BacV4h6MG,Handog,spotify:track:2leAemOYBo4p5BacV4h6MG,258693,0.506,0.384,0.482,1.36e-06,0.132,-5.87,0.0292,179.756,0.152,25
Sarah Geronimo,Pure Opm Classics,2,3tV3Ls9tzbzPgPTfzmaGOJ,Umagang Kay Ganda,spotify:track:3tV3Ls9tzbzPgPTfzmaGOJ,213613,0.255,0.542,0.705,0.0,0.0891,-5.335,0.0397,92.881,0.246,26
Sarah Geronimo,Pure Opm Classics,3,7xQ6VvHcUV8ueA5j0DNd1b,Panalangin,spotify:track:7xQ6VvHcUV8ueA5j0DNd1b,225680,0.567,0.405,0.548,0.0,0.0572,-5.423,0.0282,109.83,0.239,28
Sarah Geronimo,Pure Opm Classics,4,2qLf2bfCWebwXPyv0ZyNOv,Doon Lang,spotify:track:2qLf2bfCWebwXPyv0ZyNOv,206360,0.458,0.495,0.59,0.0,0.102,-5.714,0.0365,77.18,0.348,19
Sarah Geronimo,Pure Opm Classics,5,66tKz812dv5XnILVC9OnMU,Ikaw Lang Ang Mamahalin,spotify:track:66tKz812dv5XnILVC9OnMU,239933,0.677,0.231,0.4,0.00355,0.21,-6.795,0.0311,163.489,0.104,23
Sarah Geronimo,Pure Opm Classics,6,1QQAYGJstu0H1LOXVUTkjg,Tao,spotify:track:1QQAYGJstu0H1LOXVUTkjg,259146,0.0337,0.564,0.505,1.43e-05,0.112,-8.983,0.0294,157.51,0.446,16
Sarah Geronimo,Pure Opm Classics,7,2nnoOOqBe8AmVvHsx7mzDz,Masdan Mo Ang Kapaligiran,spotify:track:2nnoOOqBe8AmVvHsx7mzDz,296053,0.637,0.474,0.489,0.0,0.101,-8.319,0.029,75.152,0.38,12
Sarah Geronimo,Pure Opm Classics,8,1GWHlC623LtWbp199pHfMg,Malayo Pa Ang Umaga,spotify:track:1GWHlC623LtWbp199pHfMg,230973,0.832,0.465,0.386,4.09e-05,0.148,-7.535,0.0289,128.162,0.0877,19
Sarah Geronimo,Pure Opm Classics,9,5woGb8hWR2nf3SfrNq3mIW,Sana,spotify:track:5woGb8hWR2nf3SfrNq3mIW,259092,0.383,0.573,0.582,0.0,0.091,-6.305,0.0251,128.091,0.293,13
Sarah Geronimo,Pure Opm Classics,10,0XH7GNdyPtlGtBzoklmxya,Hanggang Sa Dulo Ng Walang Hanggan,spotify:track:0XH7GNdyPtlGtBzoklmxya,237880,0.89,0.252,0.27,0.00153,0.0714,-10.128,0.0329,74.922,0.124,17
Sarah Geronimo,Pure Opm Classics,11,1MCEaSFBDIbOvWrNqwsSNP,Kay Ganda Ng Ating Musika,spotify:track:1MCEaSFBDIbOvWrNqwsSNP,222213,0.212,0.533,0.69,0.0,0.272,-6.162,0.029,141.023,0.189,12
Sarah Geronimo,Pure Opm Classics,12,4Mh7mqUogJUYEPK6prQ0mQ,Anak,spotify:track:4Mh7mqUogJUYEPK6prQ0mQ,332413,0.0133,0.286,0.682,4.79e-06,0.67,-5.697,0.0394,167.469,0.203,20
Sarah Geronimo,One Heart,1,64iuDecItfNfRzQEZDodm1,Sino Nga Ba Siya,spotify:track:64iuDecItfNfRzQEZDodm1,226773,0.794,0.633,0.4,0.0,0.0722,-7.177,0.03,120.02,0.29,39
Sarah Geronimo,One Heart,2,07O52aK7TQGyfMiUq3U8No,Kung Siya Ang Mahal,spotify:track:07O52aK7TQGyfMiUq3U8No,263120,0.771,0.636,0.502,3.04e-06,0.0887,-6.356,0.0304,118.003,0.255,24
Sarah Geronimo,One Heart,3,6cKX4LiEkLguPWtXpiK19f,Sa Isip ko,spotify:track:6cKX4LiEkLguPWtXpiK19f,227893,0.804,0.536,0.361,0.000341,0.174,-9.235,0.0284,147.8,0.337,25
Sarah Geronimo,One Heart,4,3kF1lXEW5Pp3vV0CmVrdPB,If You Could Read My Mind,spotify:track:3kF1lXEW5Pp3vV0CmVrdPB,264320,0.851,0.549,0.49,0.00136,0.196,-8.379,0.0296,131.93,0.228,12
Sarah Geronimo,One Heart,5,5fGcCAVVfN8bQhkO0gbpCZ,I Miss You,spotify:track:5fGcCAVVfN8bQhkO0gbpCZ,249093,0.556,0.453,0.469,0.000192,0.142,-7.668,0.0271,143.769,0.185,15
Sarah Geronimo,One Heart,6,4R22oNFaDZSSxegR2wzYmC,Nag-Iisang Ikaw,spotify:track:4R22oNFaDZSSxegR2wzYmC,253506,0.748,0.642,0.426,0.0,0.222,-7.96,0.026,117.941,0.324,15
Sarah Geronimo,One Heart,7,4BaCULWIrlZiPNCod2J81P,One Heart,spotify:track:4BaCULWIrlZiPNCod2J81P,235600,0.789,0.637,0.418,0.0,0.279,-7.462,0.0294,120.009,0.434,10
Sarah Geronimo,One Heart,8,1M2QKPKVqmfGENjTT7AJQB,Bata,spotify:track:1M2QKPKVqmfGENjTT7AJQB,239480,0.0471,0.513,0.542,0.0,0.0771,-9.474,0.0438,155.834,0.495,13
Sarah Geronimo,One Heart,9,6oBh1jv2vAVmOrVLUYtfX5,More Than You'D Believe,spotify:track:6oBh1jv2vAVmOrVLUYtfX5,266253,0.84,0.478,0.413,1.43e-06,0.0962,-6.772,0.0298,133.82,0.133,10
Sarah Geronimo,One Heart,10,0Xu1no7KQqiko6boBaX7GV,Bakit Pa Ba?,spotify:track:0Xu1no7KQqiko6boBaX7GV,284240,0.861,0.517,0.305,2.19e-06,0.167,-8.196,0.0316,118.035,0.18,24
Sarah Geronimo,One Heart,11,6SJOHp6Axmmo53paAMyHpZ,Fallin',spotify:track:6SJOHp6Axmmo53paAMyHpZ,241200,0.831,0.626,0.371,0.00124,0.0843,-11.911,0.0317,123.994,0.195,34
Sarah Geronimo,One Heart,12,1kzCpG6AOTCwM0kLjLuLaD,Handang Umibig Muli,spotify:track:1kzCpG6AOTCwM0kLjLuLaD,199760,0.228,0.788,0.491,0.000362,0.605,-9.36,0.0469,126.015,0.763,7
Sarah Geronimo,One Heart,13,3A5iMPgr04NuH9fTtFcoj1,Within,spotify:track:3A5iMPgr04NuH9fTtFcoj1,255346,0.774,0.443,0.396,0.0,0.311,-7.558,0.0394,121.669,0.228,8
Sarah Geronimo,One Heart,14,3HMfPdOCFB9LCKDp4kmq4o,"Fallin' - From ""Catch Me...I'm In Love""",spotify:track:3HMfPdOCFB9LCKDp4kmq4o,204973,0.88,0.702,0.333,0.0,0.0675,-6.636,0.0306,123.869,0.269,34
Sarah Geronimo,Your Christmas Girl,1,6kZSuit2hJiXNGHnU80Ljm,Your Christmas Girl,spotify:track:6kZSuit2hJiXNGHnU80Ljm,276093,0.322,0.347,0.453,0.0,0.0871,-8.129,0.0276,178.229,0.178,32
Sarah Geronimo,Your Christmas Girl,2,1THIjrB3qc9fX3Yqs98wX1,Sana Ngayong Pasko,spotify:track:1THIjrB3qc9fX3Yqs98wX1,237493,0.693,0.516,0.443,2.44e-06,0.102,-7.178,0.0271,131.744,0.181,37
Sarah Geronimo,Your Christmas Girl,3,7DAOG9kVc8R2h5HDuDCYIg,Little Christmas Tree,spotify:track:7DAOG9kVc8R2h5HDuDCYIg,221200,0.343,0.484,0.735,0.0,0.141,-6.178,0.0295,168.027,0.375,16
Sarah Geronimo,Your Christmas Girl,4,4xEJU9VIk5B7oIv54VcHbM,You'Re All I Want For Christmas,spotify:track:4xEJU9VIk5B7oIv54VcHbM,195453,0.795,0.397,0.414,0.0,0.125,-8.382,0.0261,88.98,0.354,19
Sarah Geronimo,Your Christmas Girl,5,3tpRUmnXr7tOqdY0aPJUDz,White Christmas,spotify:track:3tpRUmnXr7tOqdY0aPJUDz,175946,0.328,0.54,0.708,0.0,0.133,-6.225,0.0302,121.971,0.658,18
Sarah Geronimo,Your Christmas Girl,6,2LaHGdOJO8zc9rYMkkB4qn,A Perfect Christmas,spotify:track:2LaHGdOJO8zc9rYMkkB4qn,254293,0.342,0.576,0.577,0.0,0.0731,-7.564,0.0262,87.517,0.297,31
Sarah Geronimo,Your Christmas Girl,7,47CODQYpPtkuS9l5CD5I0G,I'Ll Be Home For Christmas,spotify:track:47CODQYpPtkuS9l5CD5I0G,240320,0.897,0.399,0.298,1.88e-06,0.101,-9.872,0.028,88.891,0.299,33
Sarah Geronimo,Your Christmas Girl,8,6QuYk63UpXzLvojPio3NZa,Miss Kita Kung Christmas,spotify:track:6QuYk63UpXzLvojPio3NZa,257773,0.6,0.531,0.496,0.0,0.0987,-8.246,0.0244,78.968,0.235,23
Sarah Geronimo,Your Christmas Girl,9,04nh96fjXi5O1uV9aMsElH,Christmas Wish,spotify:track:04nh96fjXi5O1uV9aMsElH,237173,0.684,0.529,0.498,0.0,0.0669,-7.513,0.0236,94.96,0.151,15
Sarah Geronimo,Your Christmas Girl,10,45R6CMhBIvbpbNRfXI4paI,Gift Of Love,spotify:track:45R6CMhBIvbpbNRfXI4paI,231440,0.464,0.537,0.54,0.0,0.326,-8.096,0.0289,135.687,0.353,16
Sarah Geronimo,OPM,1,0moCF0a9XsQ8G7YyZyriTL,"Ngayon, Bukas At Kailanman - Theme Song From ""Baler""",spotify:track:0moCF0a9XsQ8G7YyZyriTL,266573,0.897,0.178,0.322,1.53e-05,0.096,-6.852,0.0318,75.464,0.0699,18
Sarah Geronimo,OPM,2,7LAGbAwR4vpQCe3Ryth8ku,"Ikaw Ang Aking Pangarap - Theme Song From ""Lobo""",spotify:track:7LAGbAwR4vpQCe3Ryth8ku,280506,0.84,0.254,0.257,1.04e-05,0.163,-7.638,0.0354,75.104,0.14,23
Sarah Geronimo,OPM,3,007kWGEvI5cGCATloqpNAI,Kailangan Kita,spotify:track:007kWGEvI5cGCATloqpNAI,276560,0.914,0.318,0.238,1.45e-05,0.108,-6.119,0.031,137.583,0.28,16
Sarah Geronimo,OPM,4,3udih0bTqto9zDP72himRM,Kung Ako Na Lang Sana,spotify:track:3udih0bTqto9zDP72himRM,248466,0.707,0.704,0.425,0.0,0.0797,-6.574,0.028,125.92,0.284,45
Sarah Geronimo,OPM,5,33h9X28rTtLC1Ph8Y6dFP5,Minsan,spotify:track:33h9X28rTtLC1Ph8Y6dFP5,242000,0.857,0.45,0.25,0.000105,0.103,-12.452,0.028,82.958,0.172,9
Sarah Geronimo,OPM,6,4c3X2ZwRdeu1pw2g0ZTHHw,Ikaw,spotify:track:4c3X2ZwRdeu1pw2g0ZTHHw,296453,0.0164,0.637,0.52,0.0,0.106,-8.621,0.0273,107.967,0.399,11
Sarah Geronimo,OPM,7,7JPJQpuaU330JnT54GMmro,Sa Iyo,spotify:track:7JPJQpuaU330JnT54GMmro,217440,0.019,0.649,0.687,0.0,0.136,-7.443,0.0333,113.965,0.38,36
Sarah Geronimo,OPM,8,0R2ir9ak0Ghi58QLs54RDa,Pers Lab,spotify:track:0R2ir9ak0Ghi58QLs54RDa,161853,0.946,0.475,0.141,2.86e-06,0.122,-13.411,0.0335,147.676,0.196,12
Sarah Geronimo,OPM,9,4w3olFOoUzIzq5dvDEMblm,Miss,spotify:track:4w3olFOoUzIzq5dvDEMblm,221946,0.309,0.643,0.838,0.0,0.146,-4.607,0.0459,126.111,0.419,7
Sarah Geronimo,OPM,10,3KCOinitxRC10B0ScUmgLN,Lumingon Ka Lang,spotify:track:3KCOinitxRC10B0ScUmgLN,225066,0.0743,0.733,0.931,1.53e-06,0.142,-5.508,0.0367,126.858,0.959,8
Sarah Geronimo,OPM,11,5RNhSleYzfJi9VKoDRblde,Kahit Na,spotify:track:5RNhSleYzfJi9VKoDRblde,239640,0.793,0.517,0.462,6.87e-06,0.105,-5.89,0.0284,123.878,0.104,8
Sarah Geronimo,OPM,12,0JLxvJ9vxHtfWEXIbhCVAY,Pangarap Na Bituin,spotify:track:0JLxvJ9vxHtfWEXIbhCVAY,230413,0.85,0.253,0.212,6.22e-06,0.134,-10.862,0.0344,87.041,0.143,21
Sarah Geronimo,OPM,13,5msPGoMrcoUovJsw2lNP0D,Ibulong Sa Hangin,spotify:track:5msPGoMrcoUovJsw2lNP0D,255213,0.89,0.362,0.216,0.0,0.149,-7.428,0.0324,96.59,0.118,19
Sarah Geronimo,OPM,14,3tdIE8wCCmneCvIez68Sxi,Hanggang Kailan,spotify:track:3tdIE8wCCmneCvIez68Sxi,255666,0.919,0.311,0.284,2.78e-06,0.2,-7.87,0.0274,102.739,0.141,7
Sarah Geronimo,OPM,15,59PdA9JPCf6QF2N1QQhU9t,Pangarap ko Ang Ibigin Ka,spotify:track:59PdA9JPCf6QF2N1QQhU9t,285906,0.863,0.29,0.289,1.05e-06,0.228,-8.191,0.0324,131.847,0.239,29
Sarah Geronimo,OPM,16,4u9Fo1O7PZLRWXa8VQTDUO,Bituing Walang Ningning,spotify:track:4u9Fo1O7PZLRWXa8VQTDUO,296213,0.812,0.353,0.359,0.0,0.127,-7.305,0.0294,142.203,0.139,34
Sarah Geronimo,OPM,17,2IxM2dhWw2LsiN0Wrt84RE,Narito,spotify:track:2IxM2dhWw2LsiN0Wrt84RE,216920,0.703,0.644,0.426,0.0128,0.114,-7.648,0.027,119.919,0.349,15
Sarah Geronimo,OPM,18,6TYNYyt0SmpauZkY00ilpb,Paano Kita Mapasasalamatan,spotify:track:6TYNYyt0SmpauZkY00ilpb,254333,0.921,0.362,0.22,1.9e-05,0.102,-8.362,0.0337,116.136,0.106,23
