artist_id,artist_name,total_followers,genres,popularity
6KImCVD70vtIoJWnq6nGn3,Harry Styles,23415953,['pop'],91
26VFTg2z8YR0cCuwLzESi2,Halsey,18388465,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",83
2cFrymmkijnjDg9SS92EPM,blackbear,4776528,"['electropop', 'pop', 'pop rap']",80
4u5smJBskI6Adzv08PuiUP,Kiiara,866251,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",62
74XFHRwlV6OrjEM0A2NCMF,Paramore,7107098,"['candy pop', 'pixie', 'pop emo', 'pop punk']",76
7ygtjsCTrCQZAYYPOne9uE,Erik Santos,638384,['opm'],51
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,1117415,"['indie folk', 'stomp and holler']",72
4TrraAsitQKl821DQY42cZ,Sigrid,647294,['norwegian pop'],62
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,8360497,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",82
6vXTefBL93Dj5IqAWq6OTv,French Montana,4657837,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76
7blkMNJv8n9ceP9zlA4W2U,Shawn Hook,61285,['canadian pop'],46
4xRYI6VqpkE3UwrDrAZL8L,Logic,5787092,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",77
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,13778900,"['melodic rap', 'philly rap', 'rap', 'trap']",85
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,18947928,"['dance pop', 'pop']",81
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,9776283,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",65
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,28023286,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",82
4iSU0hKfGnU2nscL5dLi9p,Claudia,23063,['pinoy r&b'],31
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,9808501,"['atl hip hop', 'hip hop', 'pop', 'rap']",78
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,7605905,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",73
4VkqlQl3hGhxjchI34xp2V,Thyro,11301,['opm'],46
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,6895996,"['dance pop', 'pop', 'pop rap']",80
06HL4z0CvFAxyc27GXpf02,Taylor Swift,58894519,['pop'],94
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2394309,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",66
20gsENnposVs2I4rQ5kvrf,Sam Feldt,710129,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",73
1IueXOQyABrMOprrzwQJWN,Sigala,1461862,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk pop']",73
7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,922160,"['opm', 'pinoy rock']",55
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,32645668,"['k-pop', 'k-pop girl group']",89
00TKPo9MxwZ0j4ooveIxWZ,Loote,193136,"['alt z', 'australian pop', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house', 'uk pop']",61
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1926952,"['pop rap', 'seattle hip hop']",76
4DTbdShHu2RPYEEMUp2XWV,Anjulie,29859,['canadian pop'],57
6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,930307,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",56
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3383862,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",65
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,9139165,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",73
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,1204553,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",65
6V03b3Y36lolYP2orXn8mV,98º,399956,"['boy band', 'dance pop', 'pop rock']",55
5DK8eK7fjvRsziXzyr3sFA,Moon Taxi,175720,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",51
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,35298287,"['reggaeton', 'reggaeton colombiano', 'trap latino']",88
6LqNN22kT3074XbTVUrhzX,Kesha,7425874,"['dance pop', 'pop', 'post-teen pop']",76
1LOB7jTeEV14pHai6EXSzF,Cash Cash,662523,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",63
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,23233872,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",81
3cjEqqelV9zb4BYE3qDQ4O,EXO,9153346,"['k-pop', 'k-pop boy group']",69
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,21033302,"['hip hop', 'rap', 'slap house']",87
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1568537,[],0
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,6390867,"['pop', 'post-teen pop']",69
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,7614930,"['east coast hip hop', 'hip hop', 'rap']",84
6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,14541,['opm'],26
25uiPmTg16RbhZWAqwLBy5,Charli XCX,2663839,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",77
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3264450,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",70
1URnnhqYAYcrqrcwql10ft,21 Savage,11671809,"['atl hip hop', 'rap', 'trap']",86
5he5w2lnU9x7JFhnwcekXX,Skrillex,7982336,"['brostep', 'complextro', 'edm', 'electro']",75
1vCWHaC5f2uS3yhpwWbIA6,Avicii,22076915,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",80
2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,2907054,"['opm', 'pinoy reggae', 'pinoy rock']",63
1KCSPY1glIKqW2TotWuXOR,P!nk,13693236,"['dance pop', 'pop']",79
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,2197655,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']",62
7FgMLbnZVrEnir95O0YujA,Five For Fighting,761265,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",59
1YlibpAvhJBbMZMBwN1KGv,The Juans,851291,['opm'],55
3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,37348,"['acoustic opm', 'opm']",49
7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,1034278,"['cdo indie', 'opm', 'pinoy singer-songwriter']",57
7tYKF4w9nC0nq9CsPZTHyP,SZA,8407505,"['pop', 'r&b', 'rap']",83
09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,346911,"['opm', 'pinoy singer-songwriter']",54
1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1514402,"['opm', 'pinoy rock', 'pop rock']",57
1PbBg2aYjWLKRk84zJK15x,Echosmith,586862,['indie poptimism'],61
4kYSro6naA4h99UJvo89HB,Cardi B,20397833,"['dance pop', 'pop', 'rap']",81
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,16932479,"['dance pop', 'pop', 'r&b']",88
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,3470467,"['canadian contemporary r&b', 'pop', 'r&b']",77
0eecdvMrqBftK0M1VKhaF4,CNCO,9176960,"['boy band', 'latin pop', 'reggaeton']",70
3AVfmawzu83sp94QW7CEGm,Astrid S,1257404,"['alt z', 'dance pop', 'norwegian pop', 'pop', 'tropical house', 'uk pop']",67
4YXycRbyyAE0wozTk7QMEq,Matoma,707516,"['dance pop', 'deep tropical house', 'edm', 'electro house', 'electropop', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",66
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,38059463,"['emo rap', 'miami hip hop']",87
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1327054,"['modern rock', 'rock']",64
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,173884,"['cartoon', ""children's music"", 'dong-yo']",65
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2391885,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",76
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,801992,"['british soul', 'dance pop', 'r&b', 'urban contemporary']",65
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,1955235,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",68
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,9545836,"['emo', 'modern rock']",78
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6510217,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",82
6fOMl44jA4Sp5b9PpYCkzz,NF,7452170,"['hip hop', 'pop rap', 'rap']",79
3wyVrVrFCkukjdVIdirGVY,Lil Pump,7918039,"['emo rap', 'miami hip hop', 'rap', 'trap', 'viral rap']",66
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,849175,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",73
3hyEbRtp617pNCuuQjyOmc,Lost Kings,369864,"['edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",59
2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,2566894,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",55
7dGJo4pcD2V6oG8kP0tJRR,Eminem,59448539,"['detroit hip hop', 'hip hop', 'rap']",90
7eCmccnRwPmRnWPw61x6jM,SHY Martin,261630,"['alt z', 'australian pop', 'electropop', 'pop', 'post-teen pop', 'swedish electropop']",64
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,3350675,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",72
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,7502211,"['k-pop', 'k-pop girl group']",72
5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,119971,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",48
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,8161945,"['dance pop', 'pop', 'r&b', 'urban contemporary']",77
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2499873,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",79
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,1010194,"['edm', 'electro house', 'electronic trap', 'pop dance']",63
7FNnA9vBm6EKceENgCGRMb,Anitta,12191008,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",81
3EXdLajEO02ziZ90P90bSW,Lil Xan,2244596,['emo rap'],59
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,2433305,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78
4GBFKKuwmZUnAJt6nBal7A,Kamikazee,1165172,"['opm', 'pinoy pop punk', 'pinoy rock']",57
1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,332702,"['classic opm', 'opm', 'soft rock']",57
2G7VQ1kVhVfNagytlousgm,Al James,856772,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",64
4sj6D0zlMOl25nprDJBiU9,Andy Williams,444539,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold']",58
5lpH0xAS4fVfLkACg9DAuM,Wham!,2026454,"['dance pop', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",66
1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,160765,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",59
4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5938918,['opm'],71
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1568537,[],0
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,9985526,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",77
26dSoYclwsYLMAKD3tpOr4,Britney Spears,11316588,"['dance pop', 'pop']",81
0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,520101,['opm'],49
0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,877831,"['classic opm', 'opm', 'papuri', 'pinoy praise']",52
2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,8697,[],50
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,276128,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']",56
2iE18Oxc8YSumAU232n4rW,The Jackson 5,1290839,"['motown', 'soul']",66
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,25030,[],49
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,5138132,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",71
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,411926,"['adult standards', 'easy listening', 'lounge']",56
11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,26289,['deep talent show'],35
2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,903,[],27
7vjoSmk5jVvRXNiKIDMox1,Alisah Bonaobra,3867,[],24
0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,443708,['opm'],49
6jtan6NPL80JFme8IkFiy7,Janice Javier,2429,[],28
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,1896651,"['adult standards', 'lounge', 'vocal jazz']",66
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,149085,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",48
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,2171327,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",67
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,5520374,"['dance pop', 'pop']",72
5EUahD2aecNM2phblhyVFi,Bamboo,7044,[],28
26AHtbjWKiwYzsoGoUZq53,Pentatonix,3372711,['a cappella'],65
0SG7a26LiFGt8E0olaIOpx,Acapellago,2700,[],11
7AKHnZVqwXYuUwWJ8UGL5q,Girls' Generation-TTS,567304,"['k-pop', 'k-pop girl group']",40
0SCbttzoZTnLFebDYmAWCm,Glee Cast,1485834,"['glee club', 'hollywood', 'post-teen pop']",71
65kpH75MFCBJhLy7qvVl6A,Aegis,205864,"['classic opm', 'opm']",46
3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,1442468,"['classic opm', 'opm']",57
35S20clEkkSNUo23ViaslZ,Band Aid,22543,['musical advocacy'],40
4w9rFB4pUAUO3OloDQ6wn7,Jamie Rivera,123810,"['classic opm', 'opm', 'papuri', 'pinoy praise']",45
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,5787821,"['adult standards', 'easy listening', 'lounge']",75
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,3317997,"['australian pop', 'boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",71
0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,444518,['opm'],45
3qZNpgS5OAdktfruSjjLeY,Benni Sparks,680,[],18
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,153289,"['electropop', 'indie poptimism', 'norwegian pop', 'tropical house']",59
0XNvr6bnNywV946ZKaJtr0,Joakim Lundell,129641,['swedish pop'],47
0lslA51eKXwTUY0TSX9Emy,Marion Aunor,33686,['opm'],40
5Xcbv83o11Ez2XPHa1n8Pf,AmPm,45117,['japanese dance pop'],44
62Jfwxon19ZOT9eSL6bvtY,Sweater Beats,42661,"['gauze pop', 'vapor twitch']",42
2TX325jFbZFpe2OGZNo4Lx,Markus,3968,['pinoy singer-songwriter'],30
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,4696614,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",72
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,24158565,"['pop', 'r&b', 'soul']",82
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2583181,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",73
2JLqTvFXmC87BksiCsBezV,Matt Terry,125147,"['talent show', 'uk pop']",43
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,766747,"['opm', 'pinoy indie', 'pinoy rock']",56
3xbpJdoJDLAfYn3ZeLlukg,Bosx1ne,148017,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",50
2U5mF0PZqGu6glnz55yY0y,John Roa,1210655,['opm'],58
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,751841,"['hollywood', 'pop', 'post-teen pop', 'show tunes']",68
0touaoSr4QOLYxBJ9lmGgK,Karencitta,137705,"['pinoy edm', 'pinoy r&b', 'pinoy trap', 'vispop']",39
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,145423,"['broadway', 'hollywood', 'show tunes']",64
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,3031168,"['irish rock', 'pop rock']",71
17Do37U0HEbxu1tOrKH8dL,Nadine Lustre,218069,"['opm', 'pinoy r&b']",47
6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,1268709,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",59
4WN5naL3ofxrVBgFpguzKo,Rudimental,1335026,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky', 'uk pop']",68
3mPc8WGusz2XF3Tvs3AKCR,Carlie Hanson,405228,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",51
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5135486,"['dance pop', 'electropop', 'pop']",74
0LyOADBjj28cbvJWTXUEGA,Loren Allred,112373,"['deep talent show', 'hollywood', 'movie tunes']",58
2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,10384,['show tunes'],56
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,568841,"['hollywood', 'show tunes']",66
4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,2122593,"['opm', 'pinoy trap']",65
2LAqcqAQ8KPTsl1HBgBrqM,Michelle Williams,9649,['hollywood'],58
6Y20PijIkUoCtuvtkz37dO,Austyn Johnson,5508,['show tunes'],44
0vqJkZ0RpLZixt3lTmD8vP,Whethan,248603,"['edm', 'electropop', 'hyperpop', 'indie poptimism', 'tropical house', 'vapor twitch']",62
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,1296724,"['contemporary r&b', 'dance pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",60
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,1055239,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']",64
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,111678,[],44
2NzWRNaaLByHyI3wpuec8P,Jim Brickman,103876,"['new age', 'new age piano']",55
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,1381249,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap', 'viral rap']",61
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,4251898,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",72
28ExwzUQsvgJooOI0X1mr3,Jay Rock,1292970,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",70
4qFxP3qN9GsnZDOkAE6x2m,December Avenue,4890323,"['opm', 'pinoy pop punk']",63
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,8837633,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",79
6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe,1249161,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'electropop', 'escape room', 'neo soul']",65
23zg3TcAtWQy7J6upgbUnj,Usher,9986585,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",78
0b1sIQumIAsNbqAoIClSpy,j-hope,11792706,"['k-pop', 'k-rap']",76
38CvLGTsjtoloDgv3OKQp8,Robinson,96912,"['alt z', 'australian pop', 'nz pop', 'uk pop']",49
3Hvxz2oZPYuo61ChHKcqQI,Autotelic,199527,"['opm', 'pinoy indie', 'pinoy rock']",40
5RR0MLwcjc87wjSw2JYdwx,MOMOLAND,3466727,"['k-pop', 'k-pop girl group']",56
6beUvFUlKliUYJdLOXNj9C,King Princess,1583887,"['alt z', 'art pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",61
3Isy6kedDrgPYoTS1dazA9,Sean Paul,4036233,"['dance pop', 'dancehall', 'pop rap']",79
4mrrcDjpjUq27YEGwlisgs,Gracenote,37453,"['opm', 'pinoy indie', 'pinoy rock']",41
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,1905762,"['comedy rap', 'pop rap']",62
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,614451,['israeli pop'],66
33W1pnW9zScZtYTnAoWnOT,Mr. Probz,320265,"['dutch hip hop', 'tropical house']",64
5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,762589,"['hip hop', 'virginia hip hop']",58
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2883558,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",68
5jAMCwdNHWr7JThxtMuEyy,NOTD,244799,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",67
3JXpwnHbLvXxY99EuXqFPX,Poo Bear,43731,['pop r&b'],59
7n2Ycct7Beij7Dj7meI4X0,TWICE,14883453,"['k-pop', 'k-pop girl group']",82
3CjlHNtplJyTf9npxaPl5w,CHVRCHES,1314813,"['electropop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",64
2KU7pJgPoJC3uwJRZPYQ8G,BATE,1337,['malaysian indie'],29
25tMQOrIU4LlUo6Sv8v5SE,Gavin James,669987,"['irish pop', 'neo mellow', 'pop']",63
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,17897180,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",85
5iNrZmtVMtYev5M9yoWpEq,Seeb,302650,"['dance pop', 'edm', 'electro house', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",68
63gbXCha1jpkrJJ9K5gGpR,ELI,29753,"['german pop', 'uk pop']",45
3zDRCqOhJXJfS2YWOEwGMC,Christopher,236664,['danish pop'],58
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,26102694,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",87
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,68808271,"['art pop', 'electropop', 'pop']",88
1frSJ3BwjRHE9jgMRQV5wC,Zookeepers,8206,['bass trap'],45
7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,195146,['opm'],49
2ZuweXv0TkfsidZOLZZoM2,HEDEGAARD,69437,"['danish electronic', 'scandipop']",57
4ScCswdRlyA23odg9thgIO,Jess Glynne,2822323,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",72
39rKElzF7q6K4O2flycSEc,Chlara,45689,['viral pop'],49
2gBjLmx6zQnFGQJCAQpRgw,Nelly,2233995,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",74
5vBSrE1xujD2FXYRarbAXc,Years & Years,1922914,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house', 'uk pop']",70
2DaxqgrOhkeH0fpeiQq2f4,Oasis,7730604,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'pop rock', 'rock']",76
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,4021568,"['hip hop', 'pop']",81
3mIj9lX2MWuHmhNCA7LSCW,The 1975,5795764,"['modern alternative rock', 'modern rock', 'pop', 'rock']",77
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,25683522,"['chicago rap', 'melodic rap']",89
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,18234143,"['chicago rap', 'rap']",91
5cYJYBMg1n71v7cvthr1SO,The Itchyworms,1048961,"['opm', 'pinoy rock']",56
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,3793141,"['alt z', 'dream smp', 'electropop', 'pop']",77
7uMh23xWiuR7zsNkuNcm2G,MNEK,273711,"['tropical house', 'uk contemporary r&b', 'uk dance', 'uk pop']",72
1ySGjTzzgiL3khDY9awOGU,Andrea Babierra,1730,['opm'],21
1AhjOkOLkbHUfcHDSErXQs,88rising,842538,"['asian american hip hop', 'pop']",69
5LHRHt1k9lMyONurDHEdrp,Tyga,6642551,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,29529276,"['latin hip hop', 'reggaeton', 'trap latino']",87
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,11432148,['modern rock'],79
4fpTMHe34LC5t3h5ztK8qu,The Carters,1430150,"['pop', 'r&b', 'rap', 'urban contemporary']",56
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,4566639,"['dance pop', 'pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",71
3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,2026094,"['electropop', 'pop']",73
7CQwac16i1W5ej8YpuL3dv,Boyce Avenue,3038071,"['acoustic cover', 'neo mellow', 'pop', 'viral pop']",70
40JlNF1w2OiSOyj1nC4y0I,Joseph Vincent,330429,['viral pop'],61
1uuV1avDy9Eup5gYHXVG05,Amber Leigh Irish,22463,"['acoustic cover', 'channel pop', 'neo mellow', 'viral pop']",51
7HXBbxW6YwU8lvgBew2p2A,Matt Johnson,36634,"['acoustic cover', 'channel pop', 'neo mellow', 'viral pop']",55
5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,599815,"['alt z', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'uk pop']",69
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,563502,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",69
30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,287773,"['opm', 'pinoy indie']",55
5CiGnKThu5ctn9pBxv7DGa,benny blanco,996909,"['dance pop', 'electropop', 'pop', 'pop rap']",77
5qRSs6mvI17zrkJpOHkCoM,iKON,3358373,"['k-pop', 'k-pop boy group']",62
1klFdLh3pak3eOtJP0styY,Triple H,497153,['k-pop'],39
